marker,mean_orig,mean_rewrite,mean_diff,pct_change,wilcoxon_stat,p_value,significant,cohens_d,direction,p_value_fdr,significant_fdr
narr_temporal_marker_density,0.0127,0.0148,-0.0021,16.1,14183.5,4.0827080008294986e-07,True,0.2899,decrease,9.526318668602165e-07,True
sent_pct_positive,0.4212,0.4591,-0.0379,9.0,13934.0,5.39089008765928e-07,True,0.3104,decrease,1.2006982467968397e-06,True
sd_max_consecutive,0.9211,0.9003,0.0208,-2.26,15156.0,8.069975689979399e-07,True,-0.289,increase,1.719255690473872e-06,True
voice_contraction_density,0.0204,0.0174,0.003,-14.81,13657.0,1.39330351621674e-06,True,-0.2722,increase,2.8446613456091775e-06,True
syn_n_sents,16.0267,17.31,-1.2833,8.01,10915.5,2.6729619828715702e-06,True,0.2763,decrease,5.239005486428278e-06,True
sent_mean_compound,0.1172,0.137,-0.0198,16.92,16387.0,3.871002938021834e-05,True,0.2418,decrease,7.295351690887302e-05,True
pos_noun_ratio,0.14,0.136,0.004,-2.84,16628.0,7.660476235001307e-05,True,-0.2342,increase,0.0001390234575981,True
syn_std_sent_len,7.5765,6.9084,0.668,-8.82,16745.0,0.000105762972881,True,-0.2836,increase,0.0001850852025418,True
syn_subordination_ratio,1.1179,1.1642,-0.0463,4.14,15301.0,0.0001926231833004,True,0.1129,decrease,0.0003254667579904,True
voice_specific_number_density,0.0116,0.0125,-0.0009,7.94,14948.5,0.0002622293442348,True,0.1972,decrease,0.0004283079289168,True
coh_local_similarity,0.3004,0.3094,-0.009,2.99,17231.0,0.0003797317631748,True,0.1779,decrease,0.0006002211740505,True
emo_granularity,2.5411,2.5859,-0.0447,1.76,17292.0,0.000442713795782,True,0.1952,decrease,0.0006779054997912,True
voice_proper_noun_density,0.0102,0.0094,0.0008,-7.6,8027.5,0.000541175479545,True,-0.1536,increase,0.0008035635908395,True
sty_question_per_sent,0.0183,0.0127,0.0056,-30.54,241.0,0.0006304675556004,True,-0.2031,increase,0.0009086150066005,True
pos_adj_ratio,0.0558,0.0579,-0.0022,3.93,17762.0,0.0013711031288981,True,0.1874,decrease,0.0019195443804573,True
voice_disfluency,0.0076,0.0063,0.0013,-17.2,12994.0,0.0026698840710168,True,-0.1999,increase,0.0036340088744396,True
syn_mean_sent_len,15.8882,16.1296,-0.2414,1.52,18111.5,0.0029950275481642,True,0.0674,decrease,0.0039663878340553,True
moral_loyalty,0.0014,0.0016,-0.0002,17.25,1797.0,0.0259375759894778,True,0.1033,decrease,0.0332312390986209,True
emo_volatility,1.0667,1.0913,-0.0246,2.31,19104.0,0.0264493535682901,True,0.0737,decrease,0.0332312390986209,True
sd_spread,0.0633,0.0615,0.0018,-2.85,19329.0,0.0308808837666071,True,-0.1288,increase,0.0378290826140938,True
sent_max_compound,0.7341,0.7445,-0.0104,1.41,16287.5,0.0332670709972507,True,0.0737,decrease,0.0397582068015923,True
syn_min_sent_len,5.2467,5.5067,-0.26,4.96,11189.5,0.0464383112324091,True,0.0892,decrease,0.0541780297711439,False
causal_markers,2.3367,2.2309,0.1058,-4.53,19638.0,0.0764599374997889,False,-0.1068,increase,0.0871287659881316,False
syn_mean_depth,4.616,4.66,-0.044,0.95,19526.0,0.0961723249986703,False,0.0646,decrease,0.1071009982939738,False
ent_char,4.1704,4.1723,-0.0019,0.04,20680.0,0.2076032416525475,False,0.0759,decrease,0.2260568631327739,False
sent_std_compound,0.3587,0.3609,-0.0022,0.63,21431.0,0.4467974325177536,False,0.036,decrease,0.4759363955080418,False
sent_min_compound,-0.5115,-0.5191,0.0076,-1.48,15752.5,0.489690074615405,False,-0.0394,increase,0.5077575850991881,False
sent_pct_negative,0.2178,0.2152,0.0026,-1.21,17421.0,0.4973951854032863,False,-0.0277,increase,0.5077575850991881,False
id,551.4,551.4,0.0,0.0,0.0,1.0,False,-0.0,,1.0,False
